day	app	value
49_04/06/2020	Microsoft Teams	34.7065
49_04/06/2020	Microsoft Word	0
49_04/06/2020	Safari	149.2299667
49_04/06/2020	Skype	3.727733333
49_04/06/2020	Spotify	5.583383333
49_04/06/2020	Sublime Text	24.92968333
49_04/06/2020	WhatsApp	1.226583333
49_04/06/2020	zoom.us	0
50_04/07/2020	Acrobat Pro DC	0
50_04/07/2020	Adobe After Effects	0
50_04/07/2020	Adobe Illustrator 2020	0
50_04/07/2020	Adobe InDesign	0
50_04/07/2020	Adobe Media Encoder 2020	0
50_04/07/2020	Adobe Photoshop	0
50_04/07/2020	Adobe Premiere Pro 2020	0
50_04/07/2020	Adobe XD	0
50_04/07/2020	GitHub Desktop	0
50_04/07/2020	Microsoft Excel	0
50_04/07/2020	Microsoft Teams	0
50_04/07/2020	Microsoft Word	0
50_04/07/2020	Safari	38.33225
50_04/07/2020	Skype	0
50_04/07/2020	Spotify	0
50_04/07/2020	Sublime Text	60.44613333
50_04/07/2020	WhatsApp	0
50_04/07/2020	zoom.us	42.09695
51_04/09/2020	Acrobat Pro DC	0
51_04/09/2020	Adobe After Effects	0
51_04/09/2020	Adobe Illustrator 2020	0
51_04/09/2020	Adobe InDesign	0
51_04/09/2020	Adobe Media Encoder 2020	0
51_04/09/2020	Adobe Photoshop	0
51_04/09/2020	Adobe Premiere Pro 2020	0
51_04/09/2020	Adobe XD	0
51_04/09/2020	GitHub Desktop	0
51_04/09/2020	Microsoft Excel	0
51_04/09/2020	Microsoft Teams	0
51_04/09/2020	Microsoft Word	23.24986667
51_04/09/2020	Safari	71.22268333
51_04/09/2020	Skype	0
51_04/09/2020	Spotify	0.2781833333
51_04/09/2020	Sublime Text	0
51_04/09/2020	WhatsApp	0
51_04/09/2020	zoom.us	0
52_04/10/2020	Acrobat Pro DC	0
52_04/10/2020	Adobe After Effects	0
52_04/10/2020	Adobe Illustrator 2020	0
52_04/10/2020	Adobe InDesign	52.50266667
52_04/10/2020	Adobe Media Encoder 2020	0
52_04/10/2020	Adobe Photoshop	0
52_04/10/2020	Adobe Premiere Pro 2020	0
52_04/10/2020	Adobe XD	0
52_04/10/2020	GitHub Desktop	0
52_04/10/2020	Microsoft Excel	0
52_04/10/2020	Microsoft Teams	1.6226
52_04/10/2020	Microsoft Word	94.50346667
52_04/10/2020	Safari	145.2893167
52_04/10/2020	Skype	43.04575
52_04/10/2020	Spotify	35.42876667
52_04/10/2020	Sublime Text	0
52_04/10/2020	WhatsApp	0
52_04/10/2020	zoom.us	0
53_04/11/2020	Acrobat Pro DC	2.095283333
53_04/11/2020	Adobe After Effects	0
53_04/11/2020	Adobe Illustrator 2020	0
53_04/11/2020	Adobe InDesign	206.4012833
53_04/11/2020	Adobe Media Encoder 2020	0
53_04/11/2020	Adobe Photoshop	1.45925
53_04/11/2020	Adobe Premiere Pro 2020	0
53_04/11/2020	Adobe XD	0
53_04/11/2020	GitHub Desktop	0
53_04/11/2020	Microsoft Excel	0
53_04/11/2020	Microsoft Teams	0
53_04/11/2020	Microsoft Word	0.8431666667
53_04/11/2020	Safari	76.97073333
53_04/11/2020	Skype	50.24523333
53_04/11/2020	Spotify	4.805033333
53_04/11/2020	Sublime Text	0
53_04/11/2020	WhatsApp	0.2612333333
53_04/11/2020	zoom.us	0
54_04/12/2020	Acrobat Pro DC	0
54_04/12/2020	Adobe After Effects	0
54_04/12/2020	Adobe Illustrator 2020	56.50188333
54_04/12/2020	Adobe InDesign	24.656
54_04/12/2020	Adobe Media Encoder 2020	0
54_04/12/2020	Adobe Photoshop	54.59181667
54_04/12/2020	Adobe Premiere Pro 2020	0
54_04/12/2020	Adobe XD	0
54_04/12/2020	GitHub Desktop	0
54_04/12/2020	Microsoft Excel	0
54_04/12/2020	Microsoft Teams	0
54_04/12/2020	Microsoft Word	0
54_04/12/2020	Safari	43.25296667
54_04/12/2020	Skype	44.71153333
54_04/12/2020	Spotify	14.96795
54_04/12/2020	Sublime Text	0
54_04/12/2020	WhatsApp	0
54_04/12/2020	zoom.us	0
55_04/13/2020	Acrobat Pro DC	2.720933333
55_04/13/2020	Adobe After Effects	0
55_04/13/2020	Adobe Illustrator 2020	0
55_04/13/2020	Adobe InDesign	54.60601667
55_04/13/2020	Adobe Media Encoder 2020	0
55_04/13/2020	Adobe Photoshop	0
55_04/13/2020	Adobe Premiere Pro 2020	0
55_04/13/2020	Adobe XD	0
55_04/13/2020	GitHub Desktop	0
55_04/13/2020	Microsoft Excel	0
55_04/13/2020	Microsoft Teams	0
55_04/13/2020	Microsoft Word	56.97855
55_04/13/2020	Safari	96.2306
55_04/13/2020	Skype	0.9222666667
55_04/13/2020	Spotify	5.274116667
55_04/13/2020	Sublime Text	0
55_04/13/2020	WhatsApp	0.09555
55_04/13/2020	zoom.us	0
56_04/14/2020	Acrobat Pro DC	5.016783333
56_04/14/2020	Adobe After Effects	0
56_04/14/2020	Adobe Illustrator 2020	72.62626667
56_04/14/2020	Adobe InDesign	296.6317833
56_04/14/2020	Adobe Media Encoder 2020	0
56_04/14/2020	Adobe Photoshop	8.8471
56_04/14/2020	Adobe Premiere Pro 2020	0
56_04/14/2020	Adobe XD	0
56_04/14/2020	GitHub Desktop	0
56_04/14/2020	Microsoft Excel	0
56_04/14/2020	Microsoft Teams	0
56_04/14/2020	Microsoft Word	0
56_04/14/2020	Safari	67.37405
56_04/14/2020	Skype	42.27148333
56_04/14/2020	Spotify	16.97121667
56_04/14/2020	Sublime Text	0
56_04/14/2020	WhatsApp	0.8214833333
56_04/14/2020	zoom.us	0
57_04/15/2020	Acrobat Pro DC	0
57_04/15/2020	Adobe After Effects	0
57_04/15/2020	Adobe Illustrator 2020	5.769033333
57_04/15/2020	Adobe InDesign	85.12405
57_04/15/2020	Adobe Media Encoder 2020	0
57_04/15/2020	Adobe Photoshop	53.34281667
57_04/15/2020	Adobe Premiere Pro 2020	0
57_04/15/2020	Adobe XD	0
57_04/15/2020	GitHub Desktop	0
57_04/15/2020	Microsoft Excel	0
57_04/15/2020	Microsoft Teams	0
57_04/15/2020	Microsoft Word	0
57_04/15/2020	Safari	145.2521667
57_04/15/2020	Skype	47.28665
57_04/15/2020	Spotify	27.07948333
57_04/15/2020	Sublime Text	2.43875
57_04/15/2020	WhatsApp	0
57_04/15/2020	zoom.us	0
58_04/16/2020	Acrobat Pro DC	0
58_04/16/2020	Adobe After Effects	0
58_04/16/2020	Adobe Illustrator 2020	0
58_04/16/2020	Adobe InDesign	238.7735833
58_04/16/2020	Adobe Media Encoder 2020	0
58_04/16/2020	Adobe Photoshop	0
58_04/16/2020	Adobe Premiere Pro 2020	0
58_04/16/2020	Adobe XD	0
58_04/16/2020	GitHub Desktop	0
58_04/16/2020	Microsoft Excel	0
58_04/16/2020	Microsoft Teams	1.294383333
58_04/16/2020	Microsoft Word	8.67185
58_04/16/2020	Safari	168.0831833
58_04/16/2020	Skype	50.32415
58_04/16/2020	Spotify	0.6413666667
58_04/16/2020	Sublime Text	0
58_04/16/2020	WhatsApp	4.15635
58_04/16/2020	zoom.us	0
59_04/17/2020	Acrobat Pro DC	4.2629
59_04/17/2020	Adobe After Effects	5.284433333
59_04/17/2020	Adobe Illustrator 2020	0
59_04/17/2020	Adobe InDesign	37.4695
59_04/17/2020	Adobe Media Encoder 2020	9.326283333
59_04/17/2020	Adobe Photoshop	37.90575
59_04/17/2020	Adobe Premiere Pro 2020	177.4615333
59_04/17/2020	Adobe XD	0
59_04/17/2020	GitHub Desktop	0
59_04/17/2020	Microsoft Excel	0
59_04/17/2020	Microsoft Teams	0
59_04/17/2020	Microsoft Word	0
59_04/17/2020	Safari	225.2961667
59_04/17/2020	Skype	0
59_04/17/2020	Spotify	5.4805
59_04/17/2020	Sublime Text	0
59_04/17/2020	WhatsApp	0
59_04/17/2020	zoom.us	0
60_04/18/2020	Acrobat Pro DC	1.57905
60_04/18/2020	Adobe After Effects	0
60_04/18/2020	Adobe Illustrator 2020	0
60_04/18/2020	Adobe InDesign	48.70025
60_04/18/2020	Adobe Media Encoder 2020	0
60_04/18/2020	Adobe Photoshop	47.29495
60_04/18/2020	Adobe Premiere Pro 2020	0
60_04/18/2020	Adobe XD	0
60_04/18/2020	GitHub Desktop	0
60_04/18/2020	Microsoft Excel	0
60_04/18/2020	Microsoft Teams	0
60_04/18/2020	Microsoft Word	0
60_04/18/2020	Safari	56.81966667
60_04/18/2020	Skype	0
60_04/18/2020	Spotify	14.45766667
60_04/18/2020	Sublime Text	0
60_04/18/2020	WhatsApp	0
60_04/18/2020	zoom.us	0
61_04/19/2020	Acrobat Pro DC	0.07993333333
61_04/19/2020	Adobe After Effects	0
61_04/19/2020	Adobe Illustrator 2020	0
61_04/19/2020	Adobe InDesign	42.02443333
61_04/19/2020	Adobe Media Encoder 2020	0
61_04/19/2020	Adobe Photoshop	5.396133333
61_04/19/2020	Adobe Premiere Pro 2020	0
61_04/19/2020	Adobe XD	0
61_04/19/2020	GitHub Desktop	0
61_04/19/2020	Microsoft Excel	0
61_04/19/2020	Microsoft Teams	0
61_04/19/2020	Microsoft Word	0
61_04/19/2020	Safari	97.52083333
61_04/19/2020	Skype	0
61_04/19/2020	Spotify	2.347883333
61_04/19/2020	Sublime Text	0.04601666667
61_04/19/2020	WhatsApp	0.0446
61_04/19/2020	zoom.us	0
62_04/20/2020	Acrobat Pro DC	6.116616667
62_04/20/2020	Adobe After Effects	0
62_04/20/2020	Adobe Illustrator 2020	21.78955
62_04/20/2020	Adobe InDesign	10.8852
62_04/20/2020	Adobe Media Encoder 2020	0
62_04/20/2020	Adobe Photoshop	8.00375
62_04/20/2020	Adobe Premiere Pro 2020	0
62_04/20/2020	Adobe XD	178.1689667
62_04/20/2020	GitHub Desktop	0
62_04/20/2020	Microsoft Excel	0
62_04/20/2020	Microsoft Teams	121.76305
62_04/20/2020	Microsoft Word	0
62_04/20/2020	Safari	178.7444667
62_04/20/2020	Skype	0.26525
62_04/20/2020	Spotify	2.268433333
62_04/20/2020	Sublime Text	0
62_04/20/2020	WhatsApp	9.80095
62_04/20/2020	zoom.us	0
63_04/21/2020	Acrobat Pro DC	5.478866667
63_04/21/2020	Adobe After Effects	0
63_04/21/2020	Adobe Illustrator 2020	2.143766667
63_04/21/2020	Adobe InDesign	0
63_04/21/2020	Adobe Media Encoder 2020	0
63_04/21/2020	Adobe Photoshop	45.14586667
63_04/21/2020	Adobe Premiere Pro 2020	0
63_04/21/2020	Adobe XD	219.3762667
63_04/21/2020	GitHub Desktop	0
63_04/21/2020	Microsoft Excel	0
63_04/21/2020	Microsoft Teams	147.2311333
63_04/21/2020	Microsoft Word	0
63_04/21/2020	Safari	274.4339667
63_04/21/2020	Skype	0.3002333333
63_04/21/2020	Spotify	0.5138666667
63_04/21/2020	Sublime Text	0
63_04/21/2020	WhatsApp	2.079383333
63_04/21/2020	zoom.us	0
64_04/22/2020	Acrobat Pro DC	6.328483333
64_04/22/2020	Adobe After Effects	169.5321833
64_04/22/2020	Adobe Illustrator 2020	11.4117
64_04/22/2020	Adobe InDesign	43.51485
64_04/22/2020	Adobe Media Encoder 2020	0
64_04/22/2020	Adobe Photoshop	1.978366667
64_04/22/2020	Adobe Premiere Pro 2020	76.11068333
64_04/22/2020	Adobe XD	24.44008333
64_04/22/2020	GitHub Desktop	0
64_04/22/2020	Microsoft Excel	0
64_04/22/2020	Microsoft Teams	131.9259667
64_04/22/2020	Microsoft Word	0
64_04/22/2020	Safari	112.3031167
64_04/22/2020	Skype	39.70511667
64_04/22/2020	Spotify	1.10235
64_04/22/2020	Sublime Text	0
64_04/22/2020	WhatsApp	0.75745
64_04/22/2020	zoom.us	0
65_04/23/2020	Acrobat Pro DC	3.069366667
65_04/23/2020	Adobe After Effects	177.6236167
65_04/23/2020	Adobe Illustrator 2020	54.24618333
65_04/23/2020	Adobe InDesign	0
65_04/23/2020	Adobe Media Encoder 2020	6.982616667
65_04/23/2020	Adobe Photoshop	22.4755
65_04/23/2020	Adobe Premiere Pro 2020	0
65_04/23/2020	Adobe XD	124.5803333
65_04/23/2020	GitHub Desktop	0
65_04/23/2020	Microsoft Excel	0
65_04/23/2020	Microsoft Teams	61.91716667
65_04/23/2020	Microsoft Word	0
65_04/23/2020	Safari	222.5417167
65_04/23/2020	Skype	0
65_04/23/2020	Spotify	3.233233333
65_04/23/2020	Sublime Text	0
65_04/23/2020	WhatsApp	0
65_04/23/2020	zoom.us	0
66_04/24/2020	Acrobat Pro DC	0.3464333333
66_04/24/2020	Adobe After Effects	168.2059333
66_04/24/2020	Adobe Illustrator 2020	0
66_04/24/2020	Adobe InDesign	88.63928333
66_04/24/2020	Adobe Media Encoder 2020	3.889833333
66_04/24/2020	Adobe Photoshop	15.7404
66_04/24/2020	Adobe Premiere Pro 2020	0
66_04/24/2020	Adobe XD	1.677383333
66_04/24/2020	GitHub Desktop	0
66_04/24/2020	Microsoft Excel	0
66_04/24/2020	Microsoft Teams	79.6309
66_04/24/2020	Microsoft Word	0
66_04/24/2020	Safari	127.1705167
66_04/24/2020	Skype	12.2567
66_04/24/2020	Spotify	0
66_04/24/2020	Sublime Text	0
66_04/24/2020	WhatsApp	2.262133333
66_04/24/2020	zoom.us	0
67_04/25/2020	Acrobat Pro DC	0
67_04/25/2020	Adobe After Effects	0
67_04/25/2020	Adobe Illustrator 2020	0
67_04/25/2020	Adobe InDesign	1.941383333
67_04/25/2020	Adobe Media Encoder 2020	0
67_04/25/2020	Adobe Photoshop	30.9997
67_04/25/2020	Adobe Premiere Pro 2020	0
67_04/25/2020	Adobe XD	0
67_04/25/2020	GitHub Desktop	0
67_04/25/2020	Microsoft Excel	0
67_04/25/2020	Microsoft Teams	0
67_04/25/2020	Microsoft Word	0
67_04/25/2020	Safari	1.589383333
67_04/25/2020	Skype	6.298433333
67_04/25/2020	Spotify	2.9856
67_04/25/2020	Sublime Text	0
67_04/25/2020	WhatsApp	0
67_04/25/2020	zoom.us	0
68_04/26/2020	Acrobat Pro DC	4.6819
68_04/26/2020	Adobe After Effects	0
68_04/26/2020	Adobe Illustrator 2020	0
68_04/26/2020	Adobe InDesign	142.3520833
68_04/26/2020	Adobe Media Encoder 2020	0
68_04/26/2020	Adobe Photoshop	0.1333333333
68_04/26/2020	Adobe Premiere Pro 2020	0
68_04/26/2020	Adobe XD	0
68_04/26/2020	GitHub Desktop	0
68_04/26/2020	Microsoft Excel	0
68_04/26/2020	Microsoft Teams	0.59985
68_04/26/2020	Microsoft Word	0
68_04/26/2020	Safari	160.1393167
68_04/26/2020	Skype	87.75568333
68_04/26/2020	Spotify	0.76855
68_04/26/2020	Sublime Text	0
68_04/26/2020	WhatsApp	10.71786667
68_04/26/2020	zoom.us	0
69_04/27/2020	Acrobat Pro DC	9.218533333
69_04/27/2020	Adobe After Effects	0
69_04/27/2020	Adobe Illustrator 2020	0
69_04/27/2020	Adobe InDesign	78.78218333
69_04/27/2020	Adobe Media Encoder 2020	0
69_04/27/2020	Adobe Photoshop	0
69_04/27/2020	Adobe Premiere Pro 2020	0
69_04/27/2020	Adobe XD	0
69_04/27/2020	GitHub Desktop	0
69_04/27/2020	Microsoft Excel	0
69_04/27/2020	Microsoft Teams	140.8668833
69_04/27/2020	Microsoft Word	0.5455666667
69_04/27/2020	Safari	120.7946667
69_04/27/2020	Skype	46.13046667
69_04/27/2020	Spotify	6.4281
69_04/27/2020	Sublime Text	0.0914
69_04/27/2020	WhatsApp	60.32715
69_04/27/2020	zoom.us	0
70_04/28/2020	Acrobat Pro DC	12.6552
70_04/28/2020	Adobe After Effects	0
70_04/28/2020	Adobe Illustrator 2020	0
70_04/28/2020	Adobe InDesign	326.4230667
70_04/28/2020	Adobe Media Encoder 2020	0
70_04/28/2020	Adobe Photoshop	0
70_04/28/2020	Adobe Premiere Pro 2020	0
70_04/28/2020	Adobe XD	0
70_04/28/2020	GitHub Desktop	0
70_04/28/2020	Microsoft Excel	0
70_04/28/2020	Microsoft Teams	69.85175
70_04/28/2020	Microsoft Word	0
70_04/28/2020	Safari	74.83786667
70_04/28/2020	Skype	1.84485
70_04/28/2020	Spotify	8.351933333
70_04/28/2020	Sublime Text	0
70_04/28/2020	WhatsApp	24.57843333
70_04/28/2020	zoom.us	0
71_04/29/2020	Acrobat Pro DC	0
71_04/29/2020	Adobe After Effects	0
71_04/29/2020	Adobe Illustrator 2020	133.0889333
71_04/29/2020	Adobe InDesign	226.1132167
71_04/29/2020	Adobe Media Encoder 2020	0
71_04/29/2020	Adobe Photoshop	0
71_04/29/2020	Adobe Premiere Pro 2020	0
71_04/29/2020	Adobe XD	0
71_04/29/2020	GitHub Desktop	0
71_04/29/2020	Microsoft Excel	0
71_04/29/2020	Microsoft Teams	0
71_04/29/2020	Microsoft Word	0
71_04/29/2020	Safari	40.08996667
71_04/29/2020	Skype	0
71_04/29/2020	Spotify	4.2014
71_04/29/2020	Sublime Text	21.38451667
71_04/29/2020	WhatsApp	22.81468333
71_04/29/2020	zoom.us	0
72_04/30/2020	Acrobat Pro DC	0
72_04/30/2020	Adobe After Effects	0
72_04/30/2020	Adobe Illustrator 2020	52.442
72_04/30/2020	Adobe InDesign	0.6840666667
72_04/30/2020	Adobe Media Encoder 2020	0
72_04/30/2020	Adobe Photoshop	0
72_04/30/2020	Adobe Premiere Pro 2020	0
72_04/30/2020	Adobe XD	0
72_04/30/2020	GitHub Desktop	0
72_04/30/2020	Microsoft Excel	6.9267
72_04/30/2020	Microsoft Teams	0
72_04/30/2020	Microsoft Word	0
72_04/30/2020	Safari	180.9647
72_04/30/2020	Skype	0
72_04/30/2020	Spotify	0.1837666667
72_04/30/2020	Sublime Text	55.22966667
72_04/30/2020	WhatsApp	39.34591667
72_04/30/2020	zoom.us	88.62638333
73_05/01/2020	Acrobat Pro DC	0.68235
73_05/01/2020	Adobe After Effects	0
73_05/01/2020	Adobe Illustrator 2020	0
73_05/01/2020	Adobe InDesign	12.92418333
73_05/01/2020	Adobe Media Encoder 2020	0
73_05/01/2020	Adobe Photoshop	0
73_05/01/2020	Adobe Premiere Pro 2020	0
73_05/01/2020	Adobe XD	0
73_05/01/2020	GitHub Desktop	0
73_05/01/2020	Microsoft Excel	111.2354
73_05/01/2020	Microsoft Teams	0
73_05/01/2020	Microsoft Word	0
73_05/01/2020	Safari	87.04978333
73_05/01/2020	Skype	61.9895
73_05/01/2020	Spotify	0
73_05/01/2020	Sublime Text	65.08055
73_05/01/2020	WhatsApp	0
73_05/01/2020	zoom.us	0
74_05/02/2020	Acrobat Pro DC	18.13486667
74_05/02/2020	Adobe After Effects	0
74_05/02/2020	Adobe Illustrator 2020	16.00095
74_05/02/2020	Adobe InDesign	349.65155
74_05/02/2020	Adobe Media Encoder 2020	0
74_05/02/2020	Adobe Photoshop	50.277
74_05/02/2020	Adobe Premiere Pro 2020	0
74_05/02/2020	Adobe XD	0
74_05/02/2020	GitHub Desktop	0
74_05/02/2020	Microsoft Excel	1.56025
74_05/02/2020	Microsoft Teams	0.7786333333
74_05/02/2020	Microsoft Word	0
74_05/02/2020	Safari	95.31433333
74_05/02/2020	Skype	58.20288333
74_05/02/2020	Spotify	0.93
74_05/02/2020	Sublime Text	2.904783333
74_05/02/2020	WhatsApp	0
74_05/02/2020	zoom.us	0
75_05/03/2020	Acrobat Pro DC	2.3556
75_05/03/2020	Adobe After Effects	0
75_05/03/2020	Adobe Illustrator 2020	61.26736667
75_05/03/2020	Adobe InDesign	292.5466667
75_05/03/2020	Adobe Media Encoder 2020	0
75_05/03/2020	Adobe Photoshop	6.231516667
75_05/03/2020	Adobe Premiere Pro 2020	0
75_05/03/2020	Adobe XD	0
75_05/03/2020	GitHub Desktop	0
75_05/03/2020	Microsoft Excel	0
75_05/03/2020	Microsoft Teams	0
75_05/03/2020	Microsoft Word	0
75_05/03/2020	Safari	131.0318833
75_05/03/2020	Skype	34.15431667
75_05/03/2020	Spotify	5.54115
75_05/03/2020	Sublime Text	3.887833333
75_05/03/2020	WhatsApp	7.6344
75_05/03/2020	zoom.us	0
76_05/04/2020	Acrobat Pro DC	3.6102
76_05/04/2020	Adobe After Effects	0
76_05/04/2020	Adobe Illustrator 2020	0
76_05/04/2020	Adobe InDesign	1.416816667
76_05/04/2020	Adobe Media Encoder 2020	0
76_05/04/2020	Adobe Photoshop	168.1762333
76_05/04/2020	Adobe Premiere Pro 2020	0
76_05/04/2020	Adobe XD	0
76_05/04/2020	GitHub Desktop	0
76_05/04/2020	Microsoft Excel	12.43058333
76_05/04/2020	Microsoft Teams	89.55103333
76_05/04/2020	Microsoft Word	0
76_05/04/2020	Safari	132.6738667
76_05/04/2020	Skype	0
76_05/04/2020	Spotify	0
76_05/04/2020	Sublime Text	0.5453
76_05/04/2020	WhatsApp	2.330883333
76_05/04/2020	zoom.us	58.16143333
77_05/05/2020	Acrobat Pro DC	11.20423333
77_05/05/2020	Adobe After Effects	0
77_05/05/2020	Adobe Illustrator 2020	0
77_05/05/2020	Adobe InDesign	0
77_05/05/2020	Adobe Media Encoder 2020	0
77_05/05/2020	Adobe Photoshop	339.0430667
77_05/05/2020	Adobe Premiere Pro 2020	0
77_05/05/2020	Adobe XD	0
77_05/05/2020	GitHub Desktop	0
77_05/05/2020	Microsoft Excel	0
77_05/05/2020	Microsoft Teams	31.63713333
77_05/05/2020	Microsoft Word	0
77_05/05/2020	Safari	18.33473333
77_05/05/2020	Skype	0
77_05/05/2020	Spotify	7.346
77_05/05/2020	Sublime Text	13.99815
77_05/05/2020	WhatsApp	11.87078333
77_05/05/2020	zoom.us	0
78_05/06/2020	Acrobat Pro DC	0.1409666667
78_05/06/2020	Adobe After Effects	0
78_05/06/2020	Adobe Illustrator 2020	0
78_05/06/2020	Adobe InDesign	143.7648333
78_05/06/2020	Adobe Media Encoder 2020	0
78_05/06/2020	Adobe Photoshop	14.99943333
78_05/06/2020	Adobe Premiere Pro 2020	0
78_05/06/2020	Adobe XD	0
78_05/06/2020	GitHub Desktop	0
78_05/06/2020	Microsoft Excel	0
78_05/06/2020	Microsoft Teams	0
78_05/06/2020	Microsoft Word	0
78_05/06/2020	Safari	156.3568167
78_05/06/2020	Skype	20.31055
78_05/06/2020	Spotify	1.626266667
78_05/06/2020	Sublime Text	0
78_05/06/2020	WhatsApp	12.86251667
78_05/06/2020	zoom.us	0
79_05/07/2020	Acrobat Pro DC	5.774983333
79_05/07/2020	Adobe After Effects	0
79_05/07/2020	Adobe Illustrator 2020	0
79_05/07/2020	Adobe InDesign	5.717
79_05/07/2020	Adobe Media Encoder 2020	0
79_05/07/2020	Adobe Photoshop	26.24781667
79_05/07/2020	Adobe Premiere Pro 2020	0
79_05/07/2020	Adobe XD	0
79_05/07/2020	GitHub Desktop	0
79_05/07/2020	Microsoft Excel	1.57515
79_05/07/2020	Microsoft Teams	0
79_05/07/2020	Microsoft Word	0
79_05/07/2020	Safari	244.4036
79_05/07/2020	Skype	0
79_05/07/2020	Spotify	34.109
79_05/07/2020	Sublime Text	33.46048333
79_05/07/2020	WhatsApp	9.246783333
79_05/07/2020	zoom.us	100.6570167
80_05/08/2020	Acrobat Pro DC	1.601283333
80_05/08/2020	Adobe After Effects	0
80_05/08/2020	Adobe Illustrator 2020	1.55615
80_05/08/2020	Adobe InDesign	0
80_05/08/2020	Adobe Media Encoder 2020	0
80_05/08/2020	Adobe Photoshop	0.02916666667
80_05/08/2020	Adobe Premiere Pro 2020	0
80_05/08/2020	Adobe XD	0
80_05/08/2020	GitHub Desktop	0
80_05/08/2020	Microsoft Excel	0.58665
80_05/08/2020	Microsoft Teams	0
80_05/08/2020	Microsoft Word	45.91303333
80_05/08/2020	Safari	283.6960167
80_05/08/2020	Skype	0
80_05/08/2020	Spotify	0
80_05/08/2020	Sublime Text	21.4083
80_05/08/2020	WhatsApp	14.23083333
80_05/08/2020	zoom.us	79.91373333
81_05/09/2020	Acrobat Pro DC	1.5844
81_05/09/2020	Adobe After Effects	0
81_05/09/2020	Adobe Illustrator 2020	0
81_05/09/2020	Adobe InDesign	195.8817167
81_05/09/2020	Adobe Media Encoder 2020	0
81_05/09/2020	Adobe Photoshop	0.14835
81_05/09/2020	Adobe Premiere Pro 2020	0
81_05/09/2020	Adobe XD	0
81_05/09/2020	GitHub Desktop	0
81_05/09/2020	Microsoft Excel	0
81_05/09/2020	Microsoft Teams	0
81_05/09/2020	Microsoft Word	19.86886667
81_05/09/2020	Safari	118.1532167
81_05/09/2020	Skype	79.35568333
81_05/09/2020	Spotify	0
81_05/09/2020	Sublime Text	0
81_05/09/2020	WhatsApp	0.1508166667
81_05/09/2020	zoom.us	0
82_05/10/2020	Acrobat Pro DC	1.6376
82_05/10/2020	Adobe After Effects	0
82_05/10/2020	Adobe Illustrator 2020	0
82_05/10/2020	Adobe InDesign	174.30975
82_05/10/2020	Adobe Media Encoder 2020	0
82_05/10/2020	Adobe Photoshop	44.02885
82_05/10/2020	Adobe Premiere Pro 2020	0
82_05/10/2020	Adobe XD	0
82_05/10/2020	GitHub Desktop	0
82_05/10/2020	Microsoft Excel	0
82_05/10/2020	Microsoft Teams	0
82_05/10/2020	Microsoft Word	0
82_05/10/2020	Safari	88.53811667
82_05/10/2020	Skype	51.79908333
82_05/10/2020	Spotify	0
82_05/10/2020	Sublime Text	0
82_05/10/2020	WhatsApp	6.039816667
82_05/10/2020	zoom.us	0
83_05/11/2020	Acrobat Pro DC	5.230733333
83_05/11/2020	Adobe After Effects	0
83_05/11/2020	Adobe Illustrator 2020	0
83_05/11/2020	Adobe InDesign	57.52421667
83_05/11/2020	Adobe Media Encoder 2020	0
83_05/11/2020	Adobe Photoshop	23.65025
83_05/11/2020	Adobe Premiere Pro 2020	0
83_05/11/2020	Adobe XD	0
83_05/11/2020	GitHub Desktop	0
83_05/11/2020	Microsoft Excel	0
83_05/11/2020	Microsoft Teams	193.3911833
83_05/11/2020	Microsoft Word	0
83_05/11/2020	Safari	41.65375
83_05/11/2020	Skype	0
83_05/11/2020	Spotify	0.006666666667
83_05/11/2020	Sublime Text	0
83_05/11/2020	WhatsApp	2.821966667
83_05/11/2020	zoom.us	0
84_05/12/2020	Acrobat Pro DC	9.128516667
84_05/12/2020	Adobe After Effects	0
84_05/12/2020	Adobe Illustrator 2020	0
84_05/12/2020	Adobe InDesign	213.7100667
84_05/12/2020	Adobe Media Encoder 2020	0
84_05/12/2020	Adobe Photoshop	101.3514
84_05/12/2020	Adobe Premiere Pro 2020	0
84_05/12/2020	Adobe XD	0
84_05/12/2020	GitHub Desktop	0
84_05/12/2020	Microsoft Excel	0
84_05/12/2020	Microsoft Teams	49.68265
84_05/12/2020	Microsoft Word	0
84_05/12/2020	Safari	92.41875
84_05/12/2020	Skype	0
84_05/12/2020	Spotify	3.762133333
84_05/12/2020	Sublime Text	0
84_05/12/2020	WhatsApp	7.248616667
84_05/12/2020	zoom.us	0
85_05/13/2020	Acrobat Pro DC	0
85_05/13/2020	Adobe After Effects	254.5641833
85_05/13/2020	Adobe Illustrator 2020	0
85_05/13/2020	Adobe InDesign	0
85_05/13/2020	Adobe Media Encoder 2020	5.568233333
85_05/13/2020	Adobe Photoshop	23.01675
85_05/13/2020	Adobe Premiere Pro 2020	21.5013
85_05/13/2020	Adobe XD	0
85_05/13/2020	GitHub Desktop	0
85_05/13/2020	Microsoft Excel	0
85_05/13/2020	Microsoft Teams	0
85_05/13/2020	Microsoft Word	0
85_05/13/2020	Safari	40.42415
85_05/13/2020	Skype	0
85_05/13/2020	Spotify	0
85_05/13/2020	Sublime Text	0
85_05/13/2020	WhatsApp	0
85_05/13/2020	zoom.us	0
86_05/14/2020	Acrobat Pro DC	0
86_05/14/2020	Adobe After Effects	0
86_05/14/2020	Adobe Illustrator 2020	39.98966667
86_05/14/2020	Adobe InDesign	108.0609833
